,0
0,0.000963864017587096
1,0.008139839992432245
2,0.038548226203630936
3,0.04822120953750621
4,0.03291877190922958
5,0.05041271900679385
6,0.031702574555214316
7,0.048121944029950674
8,0.025627757268292504
9,0.04902629693344998
10,0.05712284261356978
11,0.040419877800240485
12,0.08044134763096843
13,0.03639181272393294
14,0.023658253593270093
15,0.0035391746809178407
16,-0.0031548817670408666
17,0.01693122794260135
18,0.05592795633554903
19,0.0448843553836281
20,0.030741383152815667
21,0.027912740345078388
22,0.02485704140949631
23,0.0684261697098637
24,0.08531206630231215
25,0.07339815273879427
26,0.0631613686186142
27,0.00022892328291190705
28,0.0245940277608734
29,0.0011276841472290318
30,0.02373422934457961
31,0.007747408678392767
32,0.04261548261663372
33,0.058184559317292425
34,0.039203788120115476
35,0.041322134576709
36,0.08227090794160465
37,0.06863959507831661
38,0.0811669359071397
39,0.08714284861271801
40,0.05252095604822851
41,0.036450733146854694
42,0.037789569289891016
43,0.0220039909310895
44,0.032170150328483416
45,0.046833357626137564
46,0.01525938591705182
47,0.05675168667758715
48,0.028878009079442053
49,0.045997904377452756
50,0.04773532998715471
51,0.04163988707527716
52,0.06189105332028487
53,0.019507400863758084
54,0.03648544476721375
55,0.014987594359877567
56,0.0722325165483994
57,0.03207270016454407
58,0.08368020366442261
59,0.12211372987202572
60,0.05189893225951522
61,0.05133498205028832
62,0.08567581345581665
63,0.07298237731617849
64,0.08081474091290973
65,0.06727869559910159
66,0.03966073318468677
67,0.0884703198156249
68,0.08491841960284827
69,0.04137105916430035
70,0.05658329023652844
71,0.037389406882098145
72,0.06280064978976695
73,0.0374205012829515
74,0.03633714195471351
75,0.07425626872783136
76,0.06548078326753767
77,0.06455477626512608
78,0.07247029763769018
79,0.03543644169081307
80,0.0385398335698542
81,0.09391515207987203
82,0.03627816413672695
83,0.07669680363930809
84,0.04903518907619377
85,0.05812899644952637
86,0.046438262230779744
87,0.03692287535246039
88,0.017437247451556448
89,0.028269848298915056
90,0.08790767296014822
91,0.030634562522344838
92,0.054891611328506285
93,0.05861599280419391
94,0.09932106048397651
95,0.03503359674305643
96,0.05025486038354326
97,0.015899712285800793
98,0.01924982560514079
99,0.045045828692951234
100,0.034838467778437486
101,0.021312473902088482
102,0.06938816328180783
103,0.09780879612023904
104,0.08584671098751381
105,0.07635902108094374
106,0.07308901918331566
107,0.05268986334571562
108,0.06456744065872586
109,0.1385006925309376
110,0.08903247135970911
111,0.05230609498967311
112,0.041072509746376225
113,0.0715531956606302
114,0.04611919682865643
115,0.03428787891774906
116,0.02665632911740205
117,0.10461288678995764
118,0.07030550840717215
119,0.07295062475768398
120,0.06747635319053666
121,0.03951694989790585
122,0.07598242690714771
123,0.06319527909413676
124,0.023915113763062386
125,0.08565330655359087
126,0.06638168820330297
127,0.02176269369254095
128,0.06050192431542904
129,0.05292304460925785
130,0.04805997635993994
131,0.011827694524358666
132,0.04142885563579709
133,0.029154026720058287
134,0.05196507814803805
135,0.10912472946805821
136,0.03238497339142145
137,0.05176038810791292
138,0.004000621727566958
139,0.03498200905242761
140,0.034023397021326875
141,0.0664133981079272
142,0.029821139696193814
143,0.052235993840441204
144,0.028340962810014223
145,0.009563501908737568
146,0.07014676782564701
147,0.06581309159907975
148,0.042131346170070326
149,0.09350187632473436
150,0.03663724822975746
151,0.08575300255858671
152,0.03530902587306888
153,0.08409732831744542
154,0.07703825964262258
155,0.06537659332774305
156,0.05205599051081484
157,0.08363672578679482
158,0.04831366924391635
159,0.040362038551374345
160,0.007445499127557902
161,0.022694789025648986
162,0.07196650821597468
163,0.04912007596915751
164,0.030479984257225118
165,0.06750329827485013
166,0.0691197105821839
167,0.06640103191502703
168,0.01134764876213879
169,0.091271068911609
170,0.07925004778134963
171,0.03294710000224842
172,0.0690595852049398
173,0.05024697244471257
174,0.08595778387715552
175,0.06146907781376863
176,0.062099356154639795
177,0.02768980156938437
178,0.06227161021773101
179,0.08908669311935653
180,0.03729485859687942
181,0.05861467803481566
182,0.034760383353218544
183,0.04297053458919075
184,0.019020791007521912
185,0.009094795782644697
186,0.04671725409554132
187,0.047907260414486084
188,0.027626359980460483
189,0.08788528286288172
190,0.07258578645619063
191,0.11175034896274966
192,0.13021653022498444
193,0.07446184834553471
194,0.06097424043223362
195,0.044335610260776155
196,0.04361142361754912
197,0.05252134358552667
198,0.0580258369505235
199,0.04495911450045934
200,0.04033810982517387
201,0.06525132975863525
202,0.0838618834904939
203,0.03551728683557365
204,0.04048761581312469
205,0.026384670958134186
206,0.03614761127921509
207,0.023134463806079593
208,0.04142217173053368
209,0.0768041201255288
210,0.06762858052701737
211,0.05337684110979249
212,0.03832881880551763
213,0.019330381232753855
214,0.004722351918622414
215,0.044136500216154055
216,0.08931015302330185
217,0.03357178991430751
218,0.0661768517680203
219,0.06881152587050124
220,0.051969630457843106
221,0.06576548407003098
222,0.05210489582166152
223,0.02502224532411189
224,0.04041441925844255
225,0.042688421974848886
226,0.04319825007041637
227,0.03172206606391543
228,0.042179648146458304
229,0.023599432641483786
230,0.005057138294794228
231,0.03132476072820337
232,0.05001802767380786
233,-0.003857775131725179
234,0.09019618901796196
235,0.05796289548642088
236,0.0656598316593025
237,0.062076185602854154
238,0.0627679480613
239,0.10204485152146474
240,0.09428728560398644
241,0.05879045454894886
242,0.09007151779665204
243,0.10291721667610568
244,0.10527334805001258
245,0.10189485555636568
246,0.08067453221139513
247,0.08650916516784293
248,0.09805793463064917
249,0.07583661835288362
250,0.07373543711351724
251,0.06830658633346659
252,0.05766345976167628
253,0.11315562343376717
254,0.030438808230644248
255,0.059882129037161884
256,0.09479370865131016
257,0.10884910024877067
258,0.12412446853078199
259,-0.005826747207205293
260,0.05920229125461636
261,0.0665074976343985
262,0.06261317176807989
263,0.0583330874379449
264,0.03841053865606948
265,0.02275364337728517
266,0.07740287385974076
267,0.05609614802457817
268,0.015243435780569194
269,0.027465313550904962
270,0.10261223969937644
271,0.07835485179614753
272,0.05516265515705993
273,0.06556571783456687
274,0.052260652742816605
275,0.03955866853693839
276,0.09704351791851133
277,0.090221243413395
278,0.08185044725245831
279,0.10952857884192767
280,0.061297499113691936
281,0.08458883421365747
282,0.056694819821470024
283,0.052698478272122644
284,0.07348948743622505
285,0.09069606547999877
286,0.07103864300524287
287,0.08201565352833516
288,0.033498751247280974
289,0.05234005644414462
290,0.0975462652754114
291,0.05549436041662981
292,0.05055861609601368
293,0.04082385466508268
294,0.03173044129128026
295,0.03362471655749302
296,0.0397931597698221
297,0.023764743541704866
298,0.029690675331982434
299,0.061802346469262255
300,0.031566689123188316
301,0.025297472743410522
302,0.0761045412695896
303,0.06658028675550211
304,0.027644509671999534
305,0.04964708159123667
306,0.04789575907827947
307,0.0852613361872079
308,0.06782740650496612
309,0.042844312572146145
310,0.05183745835545678
311,0.07879939243435072
312,0.0786251935084747
313,0.0360120952443484
314,0.06565223167578972
315,0.033230155030951294
316,0.05270283796002419
317,0.03803351687586739
318,0.026420071676000002
319,0.05531983345975863
320,0.047819575436440526
321,0.03180892962886068
322,0.06853272376790144
323,0.029025011363771086
324,0.047779567137414124
325,0.06638621207820973
326,0.035997033436027094
327,0.05129523580925852
328,0.027768438416215614
329,0.01781174287929746
330,0.021145686855117085
331,0.04859679259096362
332,0.0047357158868050605
333,0.062880170583118
334,0.06630689133846293
335,0.08081889943740106
336,0.06268169348182265
337,0.07062705876528179
338,0.09249122983295235
339,0.06095110523207878
340,0.08571025856672751
341,0.047626245833155674
342,0.057368923138608405
343,0.033748525873431585
344,0.014303663275230203
345,0.0077891884014313776
346,0.03365443464625688
347,0.06983850546595718
348,0.033842411050487874
349,0.027318163953084076
350,0.09183263975701991
351,0.052263973962060846
352,0.0739764939491752
353,0.054219756546911545
354,0.059291946373298446
355,0.056541568710347344
356,0.04266723434833753
357,0.05798974261122832
358,0.05164034086497406
359,0.06007805832736014
360,0.014369708473874773
361,0.04177738316162846
362,0.0370118024530854
363,0.07702729786357372
364,0.08396705065657466
365,0.023761817493864985
366,0.05320095132333157
367,0.027944911607491667
368,0.03529021602627718
369,0.01803418301107559
370,0.02508522548485404
371,0.020598366252882912
372,0.05945395242768518
373,0.03629039676798249
374,0.028026042431183878
375,0.01718188078149744
376,0.020182882124589373
377,0.03897295753391648
378,0.0396975601583242
379,0.03296182671758742
380,0.029905188586584117
381,0.007336678176079611
382,0.0032073397805146954
383,-0.0020491111032597633
384,0.0014457857958369237
385,-0.001039698443354492
386,0.0007332280321924371
387,-0.0004956636204616975
